Metrics Correlation Matrix
,ESU10102,ESU10103,ESU10104,ESU10106,ESU10107,ESU10109,ESU10110,SSU10102,SSU10103,SSU10105,SSU10106,SSU10108,SSU10109,CSU10102,CSU10103,CSU10105,CSU10106,CSU10108,CSU10109,GNT10102,GNT10103,GNT10105,GNT10106,CGS10102,CGS10103,CGS10105,CGS10106,CGS10108,CGS10109,GRC10102,GRC10103,GRC10104,GRC10106,GRC10107,GRC10109,GRC10110,ERM10102,ERM10103,ERM10105,ERM10106,ERM10108,ERM10109,AUD10102,AUD10103,AUD10105,AUD10106,AUD10108,AUD10109,POL10102,POL10103,POL10105,POL10106,POL10108,POL10109,REG10102,REG10103,REG10105,REG10106,REG10108,REG10109,ETI10102,ETI10103,ETI10105,ETI10106,ETI10108,ETI10109,CGV10102,CGV10103,CGV10105,CGV10106,CGV10108,CGV10109,IGV10102,IGV10103,IGV10105,IGV10106,IGV10108,IGV10109,CPI10102,CPI10103,CPI10105,CPI10106,CPI10108,CPI10109
ESU10102,1.0,0.0027387477738327615,0.0059489292006744895,0.019049791255081057,-0.0169793536579743,-0.01227950623148604,0.0035456478434991324,-0.019631930540990914,-0.04681046534722622,-0.002915641625543734,-0.01163007603823803,0.0009449814341642378,0.0038901508000819558,-0.02602331811143163,0.00434884866196858,0.009173766564079458,0.002258430100455615,0.014930748903588843,0.006236005803088642,-0.030375253611404477,-0.0010919086451451824,-0.022663820756309093,-0.0021869227572673846,-0.004698436615617092,0.0031133169449887566,-0.013144193413282133,-0.019141337107111377,0.004381445962154685,-0.015945048398985993,0.01183453266437943,-0.009975860497063642,0.014264621558951373,-0.03930952935687006,0.006890548536791075,-0.015862317447090116,-0.004360499751807212,-0.012223556010892212,-0.03880869808394903,-0.007552962582263215,-0.036943269195688064,0.030007743293466876,0.017144083674842027,0.0026817075425054483,0.02760292757707704,-0.02841618344686017,0.0196668207501836,0.03786769199501918,0.02280198127738627,-0.0034493873522454892,0.00869401542196535,-0.02555333934968161,0.004632096243114565,-0.01922388851886816,-0.00883806363970989,-0.00941468554937443,0.0012190649472353086,0.0004131223941396593,-0.012193075956231045,-0.02732351648188297,0.006289210295482099,-0.03558044298482541,0.007354027793233942,0.026733157501754947,0.05272519395016463,0.025037186991804974,-0.010298059165997178,-0.017161070326357886,0.010778351671166088,0.004827797293215351,-0.008023665746149943,-0.011897882051348698,0.0027884010519480837,-0.006318251261595173,0.004610180538910488,-0.02088899966752182,-0.014153481122900533,-0.026556409190327212,-0.033728555158195964,0.01704109752086405,0.0009646300764127704,-0.0012569206229904961,0.008823263211192946,-0.006780498880578744,0.009991523990355772
ESU10103,0.0027387477738327615,1.0,-0.0017811129183339144,-0.023144950769182042,-0.021385212133878864,-0.02360017685286068,0.0055878655802370876,-0.006336183883472152,-0.001744736874467835,0.0020991432913214426,-0.0024750286896419635,0.0048327360308264514,-0.004282925415053514,0.006152327288991202,-0.014028593133451414,0.00864893170101028,0.01571234317528634,0.03764740194416033,0.022828643621075697,-0.022160614541846084,0.014281126186615855,0.015448238922714254,0.009496958491539101,-0.019583915699750213,-0.0044169939598082365,0.0014889325779257074,0.017854967498646398,0.0032457680095464665,0.02416586803322169,-0.0016187813320042703,0.02017078591547523,0.021916025361408895,-0.009346546361349675,0.013810562727032127,0.005249085301463711,0.011922676272035112,0.008608374625722144,-0.0059413246264146975,0.0039415386357006645,0.0088626946777341,-0.021888866036520713,0.01842054123951737,0.0033910924217549327,-0.008702559154900083,-0.0080700578666728,-0.008454512640094237,0.0067539857682421284,-0.042604744842939746,-0.01393066467260267,0.03821632403533225,-0.02530374864229624,0.017418014473252114,-0.008543032390584817,0.0030332070579874564,0.006367737382233822,0.0071371622541872345,-0.008467412315660859,0.004323647191930563,0.019165422239829286,0.007841832495243216,0.0030582227827857383,-0.009249075555369562,0.01990857142982335,0.010656235093296792,0.0279192088018546,-0.0035734621248183613,0.004168515767756569,0.0036809694496752533,0.006743021973131923,0.004488992389529869,-0.006584301312346435,-0.018950547044947974,-0.019383997477770525,0.0070459056207265195,0.009130486956194178,0.006671451843870551,-0.028065059141563948,0.006350298810853238,0.0037473680554846274,0.005394342759776009,0.0056498435600877495,0.03551987994039027,0.021413749726219674,-0.02751401751713273
ESU10104,0.0059489292006744895,-0.0017811129183339144,1.0,0.003705773469526687,-0.0384110808314844,-0.006161114859528497,-0.020397992173661172,0.01731680384888739,-0.004762799445656464,-0.014957053081122265,-0.005908346086389447,0.024725993444011933,0.010905586993127558,0.005827944080585497,0.015333393790468669,0.025642077541719297,-0.016530635207531542,0.017116309131969078,0.01494726930417825,0.020621756172882085,0.006228967743650718,-0.009848150629603484,0.01196325019229745,0.012536442609288953,0.0038970882122540285,0.02041245562279563,-0.0015542992499804488,-0.011760510238294134,-0.014777567437080658,-0.01603443650570785,-0.007128209962524462,-0.011223791802044794,0.017947543843651995,-0.0011401440443017565,-0.003815935512463971,0.003428726762792037,-0.012441799888831373,0.0018725768944691903,-0.02899889126572417,-0.006726137576379542,-0.0017815785733796344,0.013425604054169999,-0.021818584522755084,-0.014150655733926338,-0.006737961118684293,-0.019528021042850226,-0.018563827647862893,-0.010429665407225033,0.016547338743561485,-0.0101021440437277,-0.0127933804223838,-0.025739780926151958,0.013110285982911796,0.04309783901777685,0.036458601711628645,0.014566143118397011,-0.02854489117819381,0.01742801502152462,0.024880790763580966,-0.012575206163030404,-0.02731925250329887,0.039563754625640095,-0.009210826572490656,0.0037874923951851667,-0.0031384816644965323,-0.01996171400732107,-0.017331920977395856,0.003366548702379045,0.02280257667853948,0.011483396520127842,0.03391223874738707,-0.0005930490831974534,0.0304401922067981,-0.013901899594050802,-0.015083245368490402,0.028070894822445066,-0.016081672058322744,-0.009207503089259854,0.002144641586373169,-0.010391195314137711,-0.022361480721610497,0.005393460266072535,0.020567844652123732,0.008327083833267721
ESU10106,0.019049791255081057,-0.023144950769182042,0.003705773469526687,1.0,0.0023708950401559346,-0.018526716159012555,0.007159226556693445,0.010887247823503206,-0.015162646862118738,-0.029178050651749908,-0.01207724821300046,-0.003987505472498217,-0.023486506605546503,0.003472516834221377,-0.006909773888552402,-0.008491465342383828,0.018968116453260665,-0.003361287947373259,-0.016905911562370785,0.017126614236986533,0.014283968319109762,-0.0032760394503677306,-0.012251872463241813,-0.002230945261338404,0.008945235266176108,0.007499239725075753,0.01138706809983087,0.0072428015513187624,0.0046636809777502505,-0.006330215361238565,0.01341909195945709,0.0023634994290970372,0.009327556850705849,-0.015594871918616119,0.006140934483293944,0.021466964780042678,0.010535400129486347,-0.0051649070108399295,-0.0032612801324727056,0.0059790551564818184,0.01975361220338881,0.010999144143807772,0.02001617454647844,-0.03758292961844822,0.012863534381928976,0.0027113867165703505,0.0037569487293233526,0.0025965977101904537,-0.019026085434676248,0.009500933843768848,0.0036956165496119116,0.009490531333556117,0.037457419176334265,-0.012819355070665082,-0.0021279384765255107,-0.020018668744726752,-0.038073712519265196,0.033263380305934113,0.003908597016110159,0.024114800690980924,0.046481148952196856,0.002465832383561227,0.010473575210122193,-0.007689705716089664,-0.004711502003860361,0.006574389106978694,-0.026225443148925588,-0.016266401481538236,-0.004555494401802619,0.03748437025942495,0.009303454689061245,0.0002860187446846423,-0.002071317084850753,-0.021768522665335705,0.005411262687094872,-0.00042525605552767544,-0.03298648185512193,0.015890312974703575,-0.014116384317405676,-0.015163244504488388,0.019623660092894565,-0.011116240247655854,0.005767512372241989,-0.0037453084362193923
ESU10107,-0.0169793536579743,-0.021385212133878864,-0.0384110808314844,0.0023708950401559346,1.0,0.023455444813075876,0.012443592779260274,0.02598865124448042,0.0003979649847395788,-0.01058840220450571,-0.0016888231056058482,-0.019524198690328332,-0.008365108745426723,0.012509516678672524,0.037190205256897216,-0.02751441142745427,-0.001680697536672634,-0.004487659301980914,-0.002428508230677815,0.0033229864053587687,-0.004546268982816786,0.010337661440906618,0.009023340705176993,-0.010003303415211438,-0.02237497093771986,-0.01003663722633006,-0.02804114422995476,0.005100102705525152,0.022744764718030167,-0.013470782317952268,0.036639256724144524,-0.004530535785030375,-0.0281629451882839,0.018740875719108582,0.0014045876498004228,-0.012395912975516222,-0.02552425508418234,-0.0051072195816395105,0.008635129171626926,0.013236298023706001,0.012705934457760224,-0.026722329184249494,0.015772261944398448,0.0007390116197746685,0.009516920237919535,-0.008824970031210938,-0.008572373191365997,0.008440048422213142,-0.006379631150908414,0.0012545737811366798,-0.010662389421646596,-0.004854512287424936,0.011385777185210905,-6.703102091863816e-05,0.006792614132327197,0.0025242827721818585,-0.02624634224074529,-0.026314775275220813,0.004171911774194622,-0.01638763498098695,-0.023456298151189655,0.03991782318274694,0.0012476258020759968,-0.00839878689093978,0.0011118767421471405,0.012757912844031756,-0.026134512077105997,-0.008334662309137096,-0.009545468216607103,-0.011241115792113492,-0.00893167303420883,0.021483340898605173,-0.0028005520539394636,0.01370988388903385,0.008253147882060038,0.013085569549478938,0.01946009754874975,0.013297476075816984,0.001654257097647043,-0.009876654758658277,0.017753482365292905,0.02417948671531795,0.04358382572555343,0.003211047226856279
ESU10109,-0.01227950623148604,-0.02360017685286068,-0.006161114859528497,-0.018526716159012555,0.023455444813075876,1.0,-0.019968697286341885,-0.015418535221706622,0.03313529843094627,-0.007990910118719217,0.0024179146927578886,0.010930416578906034,-0.01352370294311081,0.0018594864930000525,-0.01141439042929968,-0.011915485759117566,-0.010354567072842064,0.013557601241529427,0.03185648521926372,0.005795498794018025,0.02426091039551497,0.04134971376926329,0.014246461364464431,0.009664601260616943,-0.02341538889228374,-0.021777881819012957,0.027793771762052024,-0.01070888906734974,-0.0052693477364182135,-0.0072256336159481,0.022123460827432023,0.021526305583782573,0.03549837049411625,0.01810189441579158,0.018150382238676745,-0.004865848681895181,-0.02891128813729586,-0.008277878090134201,0.015038666750962208,0.003876516728169057,-0.051123558582597796,0.007697014004490803,-0.02933136400135981,0.0249417759049945,-0.012632704628917961,0.019108704661075303,-0.00831169237487574,-0.0298506839072881,0.042491894665165765,-0.013468318237940055,0.021719827786935465,-0.00436066351566038,-0.004368338652603888,-0.013762652931876767,0.007381152441443788,0.002148662426874576,0.01371736114759459,-0.017372763493393603,0.007855750158423925,0.014209000315393574,0.0014271191908371752,0.020467069269923453,-0.002840871340817795,-0.03195302313093224,-0.02331445603283966,0.005080172873555014,-0.03096679539664549,-0.005040126043192646,-0.007901202907029057,-0.026703813237102986,0.028649989119951466,0.015716958551061685,0.02087224148084129,0.013744390511601989,0.007488462365492425,0.020270019187621398,0.03251623767210388,0.02362712212684055,-0.01147319104085937,0.023260576879977225,0.0347426174698697,-0.006882977068203663,-0.016561970128481304,0.01674523165659856
ESU10110,0.0035456478434991324,0.0055878655802370876,-0.020397992173661172,0.007159226556693445,0.012443592779260274,-0.019968697286341885,1.0,0.010786507516189866,-0.012470347778881457,0.010356629750883771,-0.018758450416432718,0.009551298533493435,-0.001074486493546777,0.009309665039769047,0.0024147406169167085,-0.02720444630778469,-0.002333496109205531,-0.01277324007146817,-0.005238294329315514,-0.02173208571405735,-0.03317281550484203,0.015830482025194152,0.009047173397877493,-0.0003590189240175832,-0.004555203977049614,0.003449091134189274,-0.031235376676186373,-0.02223152951121608,0.024317075126165825,0.021192138542062176,0.001661679715484708,-0.01783031974775918,-0.00610020643560314,-0.0013394285048575958,-0.016996293939039668,0.05449027875411006,0.0012812880348189032,0.02122274538534848,0.012198272476775582,-0.04840041742426945,0.015284099652815256,0.0016716272014273936,-0.019737870247412657,-0.027796997105861164,-0.01186104566200272,-0.0016742015304921744,-0.021693420618783387,-0.04030669328289709,-0.020926021730075958,-0.017040232929933712,0.01714108121442675,-0.006677784568692244,0.022816337652096213,0.0024749546846428946,-0.012340328030340814,0.0012572202584659527,0.00440081220993641,-0.005707144279797997,0.020871443262880547,0.05231463644941046,0.034911962772966945,0.00847291395472635,0.011395166248530214,-0.029763676831019076,-0.019522229754709627,0.020365031969745723,0.00020163313230992205,0.029328979291101998,-0.011372927876460418,-0.035157687060841686,0.00935542693832112,-0.0022533175270809808,0.0029885067487278355,2.978758913368793e-06,0.007105585323578831,-0.013463346078462514,-0.007227400578553767,-0.016412027756928533,0.024482843246883358,-0.0001179512466225684,0.008058054789977698,-0.015566497663774385,-0.013933049753044451,0.0033623243529330204
SSU10102,-0.019631930540990914,-0.006336183883472152,0.01731680384888739,0.010887247823503206,0.02598865124448042,-0.015418535221706622,0.010786507516189866,1.0,0.01044611112358363,-0.037090500557465454,-0.02449667739349707,0.022323075958357284,0.006726047497356113,-0.012359742033195235,0.012042250023186022,0.001416984082301677,-0.014725905583838607,-0.006537153347626724,3.124505559132335e-05,0.013797731082542095,0.01079404002115663,0.007760052400363752,-0.03499062941337084,-0.013510365853897855,0.0015893850560405247,0.03680719942154635,-0.019303477052060855,-0.0018945923538294213,-0.010422357653373713,0.004628868317884106,0.006128939952404829,-0.030671195892001516,0.008157649445033546,-0.013796813357233545,0.004369510711265314,-0.0005936230279138248,-0.019235859557447898,0.018741861875656674,-0.0015835031690548437,0.0108052229499439,-0.019065819981988048,-0.0005832768413570837,0.01991548791700684,-0.016000942790664833,-0.014631800128366027,0.007710493791184702,0.0013303653612045567,0.0002965375496348162,-0.008929843834954373,0.019856266279764605,0.0020305952644716005,-0.003284050036131091,0.025938117694286236,-0.027736907120815037,-0.012561065828651491,0.0012456178117193348,-0.007885431801799504,-0.007190665487809878,0.0008886241704457406,0.018342382114892374,-0.0076356545301994,0.016935009213119665,0.026289047270139913,0.007604519377349577,-0.0031582787588169013,-0.017596616402444008,-0.027367110351797175,0.026163583254323282,-0.006276514791587356,-0.014042923882380758,0.02598133368309038,0.04238510499102537,0.010430038214636311,-0.0033203644369722706,0.02515209501355304,0.043232835160077684,-0.0012581062699358197,0.004955020329764922,-0.0030023141108318253,0.009179005241313454,-0.012505646746046319,0.032812598831214214,-0.00393104183740299,0.030521438122835382
SSU10103,-0.04681046534722622,-0.001744736874467835,-0.004762799445656464,-0.015162646862118738,0.0003979649847395788,0.03313529843094627,-0.012470347778881457,0.01044611112358363,1.0,-0.009015289700640257,-0.0294528115849044,-0.05228238220869127,0.020500856258594973,-0.019610392667101562,0.017496587306145686,0.004341853821388932,0.005171571135915078,0.0061416802213789855,0.03116546617581839,-0.03539942311788206,-0.003859893426203182,0.016363102922547453,-0.0015652290163832793,-0.03376388440876316,0.0463818940989541,-0.005781042110756878,0.007576694127810912,-0.002787178174626295,0.01483974087864882,-0.001586234940008263,-0.022459790396201045,0.014769221430128375,0.026029721374864076,0.002635433737121739,0.009028566331322202,0.0035366219857857237,0.011711725557575485,-0.030066529298553944,0.0015440150494734053,0.003016225998670653,-0.026484589398524074,-0.024104068127404035,0.015901773589741812,0.011316065381507019,-0.018434022001185574,0.03518992450625811,-0.005666864451277436,0.00861325000642429,0.002570480567972953,0.009703661819622358,-0.004266923390924204,0.004836901246075657,-0.01888581980913986,0.016617107476254916,-0.0342231780497655,0.0037309370941159773,-0.013422465250363348,0.0014423850884688855,-0.004091868046280892,-0.021836082456082477,8.168801105634592e-05,0.013272418425652428,-0.015034718206564776,-0.011313164669926126,-0.02455542719747415,0.005758982022281352,-0.003761470345910269,-0.010510848765530451,0.0015732705509715168,0.020578784771421853,0.02175255125879738,-0.02368174092760586,0.014856023295894992,-0.017679614883184272,-0.02910110351547217,0.012991466864025945,0.017044227256047803,0.005637691927252963,0.010544859233096534,0.0062531736706835,0.014054717974470828,-2.3691256775587088e-05,0.016036551985133655,-0.002412092365583884
SSU10105,-0.002915641625543734,0.0020991432913214426,-0.014957053081122265,-0.029178050651749908,-0.01058840220450571,-0.007990910118719217,0.010356629750883771,-0.037090500557465454,-0.009015289700640257,1.0,0.010009293327111328,0.005777829819662438,-0.02817529948511956,0.005345957530305707,0.024643281355000508,-0.006535842969986897,-0.010036653957419787,0.005595644339737249,-0.0039378079378876735,-0.019708290496038918,-0.013435598032911026,-0.006850319359328987,-0.016617164915706494,0.00815281047961991,-0.011783233481953039,-0.042298050644931945,0.004101017568077164,-0.020205841662437482,0.01945677202586827,0.019137722602071323,-0.00031951825021231834,0.004260480853636829,0.001217716294540222,-0.012296883446893116,-0.0109168025498753,0.008051500191755257,0.0050467456989207035,0.003147394994362888,0.02558574256054074,-0.01709118036670711,-0.009036192266098227,0.007330503838460234,0.00315440625666383,0.011761796418880244,-0.003912497255498329,-0.022564535321909135,0.0033410561594557236,0.004298240424610735,0.03886423076900725,0.023913535344842533,-0.005785207122702585,0.028108501139603573,-0.023735055209684636,-0.0020486923115915646,0.006956313858156331,0.0007720912459185902,-0.007775221375367999,0.03260961548566936,-0.01445407074779945,0.04307491616707102,-0.02321941695028787,-0.005525091327239488,0.01548413752142006,0.0347224736238141,-0.020215902101167985,0.014289090281512786,0.010710740319426235,-0.00538687149655559,-0.0064033619505086585,0.001735756429874253,-0.03800541268035843,-0.005418105285089742,-0.0038082883777720354,0.010593158451763764,-0.010596606518273861,0.0013074401561422155,-0.03875671824808432,-0.020940837763372758,-0.006721562528521354,-0.01768709272207268,0.013019550643400025,-0.013165173403045054,-0.009210193891161568,0.022649496990042997
